,Word,Valence,Arousal,Dominance,Category,Flair,Stanza,Emotion,Quadrant
30,standardamp,0.8859999999999999,0.5479999999999999,0.745,confident,POSITIVE,NEUTRAL,,
31,my,0.887,0.5489999999999999,0.746,confident,NEGATIVE,NEUTRAL,,
32,abbey,0.58,0.3670000000000001,0.444,confident,POSITIVE,NEUTRAL,,4.0
33,stoke,0.887,0.55,0.736,confident,POSITIVE,NEUTRAL,,
34,lessthanseconds,0.89,0.546,0.737,confident,POSITIVE,NEUTRAL,,
35,samelove,0.889,0.551,0.746,confident,NEGATIVE,NEUTRAL,,
36,abbreviate,0.531,0.375,0.33,confident,POSITIVE,NEUTRAL,,4.0
37,how,0.887,0.542,0.745,confident,POSITIVE,NEUTRAL,,
38,rb,0.885,0.5479999999999999,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
39,ef,0.887,0.547,0.745,confident,NEGATIVE,NEUTRAL,,
40,fb,0.89,0.55,0.74,confident,NEGATIVE,NEUTRAL,,
41,theinfusedlife,0.887,0.5489999999999999,0.743,confident,POSITIVE,NEUTRAL,,
42,andor,0.889,0.542,0.741,confident,POSITIVE,NEUTRAL,,
43,him,0.888,0.5479999999999999,0.743,confident,POSITIVE,NEUTRAL,,
44,itsover,0.884,0.5479999999999999,0.7390000000000001,confident,NEGATIVE,NEUTRAL,,
45,tht,0.892,0.547,0.745,confident,NEGATIVE,NEUTRAL,,
46,bi,0.887,0.547,0.745,confident,NEGATIVE,NEUTRAL,,
47,its,0.887,0.5479999999999999,0.745,confident,POSITIVE,NEUTRAL,,
48,af,0.8859999999999999,0.544,0.737,confident,NEGATIVE,NEUTRAL,,
49,truetweet,0.892,0.546,0.736,confident,POSITIVE,NEUTRAL,,
50,fella,0.893,0.545,0.742,confident,NEGATIVE,NEUTRAL,,
51,thru,0.892,0.5429999999999999,0.745,confident,POSITIVE,NEUTRAL,,
52,they,0.883,0.544,0.74,confident,POSITIVE,NEUTRAL,,
53,an,0.892,0.5489999999999999,0.743,confident,POSITIVE,NEUTRAL,,
54,thats,0.89,0.55,0.736,confident,POSITIVE,NEUTRAL,,
55,yourself,0.884,0.551,0.745,confident,POSITIVE,NEUTRAL,,
56,juss,0.888,0.551,0.743,confident,POSITIVE,NEUTRAL,,
57,sluts,0.89,0.552,0.737,confident,NEGATIVE,NEUTRAL,,
58,kanye,0.893,0.544,0.74,confident,POSITIVE,NEUTRAL,,
59,to,0.885,0.5429999999999999,0.738,confident,POSITIVE,NEUTRAL,,
60,weeknd,0.892,0.552,0.738,confident,POSITIVE,NEUTRAL,,
61,who,0.889,0.545,0.74,confident,POSITIVE,NEUTRAL,,
62,heroes,0.885,0.544,0.738,confident,POSITIVE,POSITIVE,,
63,d,0.887,0.5479999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
64,hav,0.8859999999999999,0.5489999999999999,0.742,confident,POSITIVE,NEUTRAL,,
65,ik,0.885,0.547,0.736,confident,POSITIVE,NEUTRAL,,
66,abiding,0.7959999999999999,0.327,0.75,confident,POSITIVE,NEUTRAL,,4.0
67,kno,0.8909999999999999,0.547,0.74,confident,NEGATIVE,NEUTRAL,,
68,you,0.885,0.546,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
69,anyways,0.893,0.546,0.74,confident,NEGATIVE,NEUTRAL,,
70,followback,0.8859999999999999,0.546,0.741,confident,POSITIVE,NEUTRAL,,
71,feelin,0.893,0.542,0.745,confident,POSITIVE,NEUTRAL,,
72,luv,0.889,0.5479999999999999,0.738,confident,POSITIVE,NEUTRAL,,
73,goodnight,0.888,0.551,0.74,confident,POSITIVE,NEUTRAL,,
74,haters,0.8859999999999999,0.551,0.741,confident,NEGATIVE,NEUTRAL,,
75,hannah,0.883,0.545,0.745,confident,POSITIVE,NEUTRAL,,
76,able,0.7859999999999999,0.5,0.81,confident,POSITIVE,POSITIVE,guilt,4.0
77,kobe,0.89,0.544,0.738,confident,POSITIVE,NEUTRAL,,
78,ain,0.8859999999999999,0.544,0.745,confident,NEGATIVE,NEUTRAL,,
79,knw,0.884,0.544,0.742,confident,POSITIVE,NEUTRAL,,
80,jus,0.888,0.5479999999999999,0.738,confident,NEGATIVE,NEUTRAL,,
81,souls,0.892,0.546,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
82,naw,0.888,0.5489999999999999,0.743,confident,NEGATIVE,NEUTRAL,,
83,mans,0.884,0.547,0.7390000000000001,confident,NEGATIVE,NEUTRAL,,
84,tryna,0.885,0.5429999999999999,0.738,confident,NEGATIVE,NEUTRAL,,
85,he,0.889,0.544,0.736,confident,POSITIVE,NEUTRAL,,
86,lfc,0.885,0.5479999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
87,aboard,0.698,0.284,0.481,confident,POSITIVE,NEUTRAL,,4.0
88,cuz,0.8859999999999999,0.545,0.746,confident,NEGATIVE,NEUTRAL,,
89,and,0.8859999999999999,0.546,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
90,im,0.89,0.5479999999999999,0.743,confident,NEGATIVE,NEUTRAL,,
91,abode,0.62,0.302,0.5,confident,POSITIVE,NEUTRAL,,4.0
92,growingup,0.887,0.551,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
93,lang,0.885,0.544,0.736,confident,NEGATIVE,NEUTRAL,,
94,or,0.892,0.542,0.742,confident,POSITIVE,NEUTRAL,,
95,ova,0.887,0.546,0.741,confident,POSITIVE,NEUTRAL,,
96,athletes,0.883,0.546,0.742,confident,POSITIVE,NEUTRAL,,
97,for,0.892,0.55,0.74,confident,POSITIVE,NEUTRAL,,
98,hardwork,0.887,0.5489999999999999,0.736,confident,POSITIVE,POSITIVE,,
99,in,0.8909999999999999,0.55,0.737,confident,POSITIVE,NEUTRAL,,
100,that,0.893,0.545,0.741,confident,POSITIVE,NEUTRAL,,
101,xo,0.8909999999999999,0.545,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
102,your,0.8859999999999999,0.55,0.736,confident,POSITIVE,NEUTRAL,,
103,alb,0.521,0.38,0.4270000000000001,confident,NEGATIVE,NEUTRAL,trust,
104,bff,0.8859999999999999,0.551,0.745,confident,POSITIVE,NEUTRAL,,
105,yoult,0.89,0.55,0.742,confident,NEGATIVE,NEUTRAL,,
106,heshe,0.8859999999999999,0.542,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
107,truestory,0.89,0.5429999999999999,0.74,confident,POSITIVE,NEUTRAL,,
108,abovementioned,0.541,0.298,0.509,confident,POSITIVE,NEUTRAL,positive,4.0
109,itshardformeto,0.889,0.546,0.7440000000000001,confident,NEGATIVE,NEUTRAL,,
110,mines,0.892,0.546,0.743,confident,NEGATIVE,NEUTRAL,,
111,just,0.888,0.544,0.742,confident,POSITIVE,NEUTRAL,,
112,gud,0.883,0.545,0.746,confident,NEGATIVE,NEUTRAL,,
113,nolie,0.8859999999999999,0.551,0.7390000000000001,confident,NEGATIVE,NEUTRAL,,
114,macklemore,0.887,0.5429999999999999,0.741,confident,POSITIVE,NEUTRAL,,
115,fc,0.893,0.545,0.741,confident,POSITIVE,NEUTRAL,,
116,moveon,0.8909999999999999,0.5429999999999999,0.745,confident,POSITIVE,NEUTRAL,,
117,hahahah,0.887,0.552,0.742,confident,POSITIVE,NEUTRAL,,
118,abreast,0.635,0.38,0.519,confident,POSITIVE,NEUTRAL,,4.0
119,urself,0.885,0.5489999999999999,0.736,confident,POSITIVE,NEUTRAL,,
120,ian,0.888,0.55,0.74,confident,POSITIVE,NEUTRAL,,
121,der,0.887,0.551,0.737,confident,NEGATIVE,NEUTRAL,,
122,justsayin,0.8909999999999999,0.547,0.737,confident,POSITIVE,NEUTRAL,,
123,buh,0.889,0.545,0.745,confident,POSITIVE,NEUTRAL,,
124,this,0.89,0.547,0.74,confident,POSITIVE,NEUTRAL,,
125,taughtme,0.883,0.5429999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
126,noshame,0.892,0.5489999999999999,0.746,confident,POSITIVE,NEUTRAL,,
127,me,0.884,0.546,0.741,confident,POSITIVE,POSITIVE,,
128,teaches,0.8859999999999999,0.5479999999999999,0.745,confident,POSITIVE,NEUTRAL,,
129,idgaf,0.89,0.545,0.742,confident,NEGATIVE,NEUTRAL,,
130,cutest,0.8909999999999999,0.5489999999999999,0.7390000000000001,confident,POSITIVE,POSITIVE,,
131,dnt,0.884,0.544,0.74,confident,NEGATIVE,NEUTRAL,,
132,pls,0.889,0.55,0.74,confident,NEGATIVE,NEUTRAL,,
133,tha,0.892,0.551,0.7390000000000001,confident,NEGATIVE,NEUTRAL,,
134,lettinggo,0.8909999999999999,0.5429999999999999,0.742,confident,NEGATIVE,NEUTRAL,,
135,transgender,0.892,0.545,0.741,confident,NEGATIVE,NEUTRAL,,
136,wud,0.89,0.545,0.737,confident,NEGATIVE,NEUTRAL,,
137,loveyourself,0.887,0.5429999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
138,ahaha,0.888,0.551,0.745,confident,POSITIVE,NEUTRAL,,
139,tis,0.887,0.551,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
140,the,0.8909999999999999,0.546,0.742,confident,POSITIVE,NEUTRAL,,
141,avi,0.888,0.55,0.737,confident,POSITIVE,NEUTRAL,,
142,cud,0.885,0.55,0.74,confident,POSITIVE,NEUTRAL,,
143,aint,0.892,0.55,0.742,confident,NEGATIVE,NEUTRAL,,
144,thee,0.888,0.544,0.737,confident,POSITIVE,NEUTRAL,,
145,dbt,0.884,0.55,0.746,confident,POSITIVE,NEUTRAL,,
146,ll,0.889,0.544,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
147,nohate,0.889,0.546,0.738,confident,NEGATIVE,NEUTRAL,,
148,di,0.888,0.552,0.74,confident,NEGATIVE,NEUTRAL,,
149,stalking,0.89,0.55,0.738,confident,NEGATIVE,NEUTRAL,,
150,xx,0.889,0.5429999999999999,0.736,confident,POSITIVE,NEUTRAL,,
151,romney,0.889,0.551,0.741,confident,NEGATIVE,NEUTRAL,,
152,rolemodel,0.887,0.5479999999999999,0.743,confident,POSITIVE,NEUTRAL,,
153,awww,0.8859999999999999,0.546,0.746,confident,NEGATIVE,NEUTRAL,,
154,our,0.8859999999999999,0.55,0.738,confident,POSITIVE,NEUTRAL,,
155,havefaith,0.892,0.551,0.742,confident,POSITIVE,NEUTRAL,,
156,awwww,0.889,0.547,0.742,confident,NEGATIVE,NEUTRAL,,
157,is,0.892,0.544,0.736,confident,POSITIVE,NEUTRAL,,
158,itsokay,0.892,0.5429999999999999,0.743,confident,NEGATIVE,NEUTRAL,,
159,doin,0.8859999999999999,0.547,0.745,confident,POSITIVE,NEUTRAL,,
160,absorbent,0.552,0.394,0.718,confident,POSITIVE,NEUTRAL,,4.0
161,further,0.8859999999999999,0.545,0.742,confident,POSITIVE,NEUTRAL,,
162,ancestral,0.64,0.481,0.75,confident,POSITIVE,NEUTRAL,trust,
163,nojudgement,0.887,0.5489999999999999,0.737,confident,NEGATIVE,NEUTRAL,,
164,molly,0.887,0.547,0.742,confident,POSITIVE,NEUTRAL,,
165,asd,0.889,0.5489999999999999,0.738,confident,NEGATIVE,NEUTRAL,,
166,noh,0.889,0.545,0.7440000000000001,confident,NEGATIVE,NEUTRAL,,
167,np,0.885,0.546,0.736,confident,POSITIVE,NEUTRAL,,
168,frm,0.884,0.547,0.742,confident,POSITIVE,NEUTRAL,,
169,jane,0.884,0.5489999999999999,0.741,confident,POSITIVE,NEUTRAL,,
170,babes,0.883,0.545,0.742,confident,POSITIVE,NEUTRAL,,
171,thou,0.892,0.5479999999999999,0.741,confident,POSITIVE,NEUTRAL,,
172,ours,0.892,0.551,0.745,confident,POSITIVE,NEUTRAL,,
173,cnt,0.892,0.551,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
174,hipster,0.885,0.546,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
175,diff,0.885,0.545,0.741,confident,NEGATIVE,NEUTRAL,,
176,bestie,0.885,0.55,0.741,confident,POSITIVE,NEUTRAL,,
177,some,0.889,0.544,0.737,confident,POSITIVE,NEUTRAL,,
178,dey,0.889,0.544,0.745,confident,NEGATIVE,NEUTRAL,,
179,autismawareness,0.889,0.5429999999999999,0.741,confident,NEGATIVE,NEUTRAL,,
180,imma,0.884,0.5429999999999999,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
181,finna,0.89,0.5429999999999999,0.745,confident,POSITIVE,NEUTRAL,,
182,stepone,0.887,0.5429999999999999,0.743,confident,POSITIVE,NEUTRAL,,
183,wat,0.8859999999999999,0.5479999999999999,0.746,confident,NEGATIVE,NEUTRAL,,
184,fck,0.892,0.546,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
185,somethings,0.892,0.551,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
186,makin,0.8859999999999999,0.551,0.737,confident,NEGATIVE,NEUTRAL,,
187,coolest,0.89,0.544,0.741,confident,POSITIVE,POSITIVE,,
188,yours,0.885,0.5479999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
189,tattoos,0.892,0.5479999999999999,0.737,confident,POSITIVE,NEUTRAL,,
190,roses,0.89,0.544,0.738,confident,POSITIVE,NEUTRAL,,
191,networks,0.8909999999999999,0.547,0.738,confident,POSITIVE,NEUTRAL,,
192,ng,0.885,0.551,0.743,confident,POSITIVE,NEUTRAL,,
193,morgan,0.883,0.551,0.737,confident,POSITIVE,NEUTRAL,,
194,answerable,0.708,0.481,0.75,confident,POSITIVE,NEUTRAL,trust,
195,teamfollowback,0.89,0.542,0.7440000000000001,confident,NEGATIVE,NEUTRAL,,
196,if,0.883,0.546,0.743,confident,POSITIVE,NEUTRAL,,
197,truefriends,0.8909999999999999,0.5489999999999999,0.737,confident,POSITIVE,NEUTRAL,,
198,bitches,0.8859999999999999,0.547,0.7440000000000001,confident,NEGATIVE,NEUTRAL,,
199,mf,0.884,0.545,0.7440000000000001,confident,NEGATIVE,NEUTRAL,,
200,dat,0.884,0.5479999999999999,0.742,confident,POSITIVE,NEUTRAL,,
201,retweet,0.893,0.55,0.7390000000000001,confident,NEGATIVE,NEUTRAL,,
202,a,0.8909999999999999,0.551,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
203,i,0.893,0.5429999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
204,chillin,0.8909999999999999,0.546,0.742,confident,POSITIVE,NEUTRAL,,
205,philly,0.8909999999999999,0.55,0.745,confident,POSITIVE,NEUTRAL,,
206,it,0.892,0.5479999999999999,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
207,gaymarriage,0.884,0.5479999999999999,0.737,confident,NEGATIVE,NEUTRAL,,
208,gf,0.888,0.542,0.746,confident,NEGATIVE,NEUTRAL,,
209,academy,0.7040000000000001,0.473,0.792,confident,POSITIVE,NEUTRAL,joy,4.0
210,niggas,0.8859999999999999,0.551,0.737,confident,POSITIVE,NEUTRAL,,
211,sayin,0.884,0.551,0.74,confident,POSITIVE,NEUTRAL,,
212,woulda,0.887,0.5489999999999999,0.741,confident,NEGATIVE,NEUTRAL,,
213,sis,0.888,0.547,0.738,confident,POSITIVE,NEUTRAL,,
214,lgbt,0.888,0.545,0.741,confident,POSITIVE,NEUTRAL,,
215,theirs,0.8859999999999999,0.55,0.74,confident,POSITIVE,NEUTRAL,,
216,ni,0.893,0.5429999999999999,0.743,confident,NEGATIVE,NEUTRAL,,
217,mam,0.884,0.551,0.741,confident,NEGATIVE,NEUTRAL,,
218,stopbullying,0.887,0.5489999999999999,0.738,confident,POSITIVE,NEUTRAL,,
219,bc,0.887,0.547,0.746,confident,POSITIVE,NEUTRAL,,
220,accent,0.598,0.35700000000000004,0.509,confident,POSITIVE,NEUTRAL,shame,4.0
221,whom,0.892,0.551,0.7440000000000001,confident,POSITIVE,NEUTRAL,,
222,yall,0.884,0.546,0.745,confident,NEGATIVE,NEUTRAL,,
223,perksofdatingme,0.892,0.552,0.742,confident,POSITIVE,NEUTRAL,,
224,letgo,0.887,0.544,0.742,confident,NEGATIVE,NEUTRAL,,
225,realtalk,0.89,0.551,0.742,confident,POSITIVE,NEUTRAL,,
226,nor,0.89,0.551,0.7440000000000001,confident,NEGATIVE,NEUTRAL,,
227,we,0.8859999999999999,0.551,0.7390000000000001,confident,POSITIVE,NEUTRAL,,
228,neva,0.885,0.547,0.745,confident,POSITIVE,NEUTRAL,,
229,acceptances,0.847,0.413,0.648,confident,POSITIVE,NEUTRAL,,4.0
230,nt,0.884,0.55,0.74,confident,POSITIVE,NEUTRAL,,
231,takin,0.8909999999999999,0.544,0.738,confident,POSITIVE,NEUTRAL,,
232,access,0.7140000000000001,0.472,0.5670000000000001,confident,POSITIVE,NEUTRAL,,4.0
233,lifelessons,0.883,0.544,0.736,confident,NEGATIVE,NEUTRAL,,
234,lovehim,0.884,0.5479999999999999,0.738,confident,POSITIVE,NEUTRAL,,
235,each,0.885,0.546,0.743,confident,POSITIVE,NEUTRAL,,
236,accessible,0.7959999999999999,0.41,0.645,confident,POSITIVE,POSITIVE,positive,4.0
237,dudes,0.8909999999999999,0.551,0.737,confident,POSITIVE,NEUTRAL,,
238,plz,0.8859999999999999,0.55,0.741,confident,NEGATIVE,NEUTRAL,,
239,accession,0.612,0.383,0.636,confident,POSITIVE,NEUTRAL,,4.0
240,dm,0.8909999999999999,0.5489999999999999,0.746,confident,NEGATIVE,NEUTRAL,,
241,accessory,0.562,0.292,0.445,confident,POSITIVE,NEUTRAL,,4.0
242,justsaying,0.887,0.547,0.745,confident,POSITIVE,NEUTRAL,,
243,arbiter,0.561,0.537,0.8140000000000001,confident,NEGATIVE,NEUTRAL,trust,
244,armory,0.448,0.6629999999999999,0.8,confident,POSITIVE,NEUTRAL,trust,
245,assessor,0.551,0.5379999999999999,0.764,confident,POSITIVE,NEUTRAL,trust,
246,automatic,0.562,0.433,0.664,confident,POSITIVE,NEUTRAL,trust,
247,backer,0.6459999999999999,0.375,0.537,confident,POSITIVE,NEUTRAL,trust,
248,badge,0.5670000000000001,0.488,0.691,confident,POSITIVE,NEUTRAL,trust,
249,banker,0.586,0.588,0.792,confident,POSITIVE,NEUTRAL,trust,
250,bartender,0.573,0.698,0.585,confident,POSITIVE,NEUTRAL,trust,
251,periodicity,0.6459999999999999,0.324,0.645,confident,POSITIVE,NEUTRAL,trust,
252,poll,0.552,0.5,0.5539999999999999,confident,POSITIVE,NEUTRAL,trust,
253,accommodate,0.8440000000000001,0.375,0.5660000000000001,confident,POSITIVE,NEUTRAL,,4.0
254,pontiff,0.625,0.363,0.723,confident,POSITIVE,NEUTRAL,trust,
255,preponderance,0.562,0.551,0.66,confident,POSITIVE,NEUTRAL,trust,
256,presumption,0.375,0.596,0.518,confident,NEGATIVE,NEUTRAL,trust,
257,accommodation,0.8170000000000001,0.415,0.5870000000000001,confident,POSITIVE,NEUTRAL,positive,4.0
258,accompaniment,0.74,0.479,0.695,confident,POSITIVE,NEUTRAL,anticipation,4.0
259,proviso,0.418,0.406,0.569,confident,POSITIVE,NEUTRAL,trust,
260,proxy,0.521,0.408,0.52,confident,NEGATIVE,NEUTRAL,trust,
261,accompany,0.833,0.406,0.585,confident,POSITIVE,NEUTRAL,joy,4.0
262,putative,0.51,0.48,0.41,confident,NEGATIVE,NEUTRAL,trust,
263,accompanying,0.787,0.46,0.5820000000000001,confident,POSITIVE,NEUTRAL,anger,4.0
264,ratify,0.75,0.462,0.716,confident,POSITIVE,NEUTRAL,trust,
265,recruits,0.396,0.653,0.593,confident,POSITIVE,NEUTRAL,trust,
266,reinforcements,0.6459999999999999,0.7190000000000001,0.875,confident,POSITIVE,NEUTRAL,trust,
267,retain,0.3670000000000001,0.451,0.63,confident,POSITIVE,NEUTRAL,trust,
268,sappy,0.583,0.469,0.33,confident,NEGATIVE,NEGATIVE,trust,
269,sceptical,0.214,0.387,0.466,confident,NEGATIVE,NEUTRAL,trust,
270,securities,0.75,0.304,0.852,confident,POSITIVE,NEUTRAL,trust,
271,sheriff,0.602,0.541,0.802,confident,POSITIVE,NEUTRAL,trust,
272,sib,0.698,0.298,0.593,confident,POSITIVE,NEUTRAL,trust,
273,smith,0.677,0.333,0.529,confident,POSITIVE,NEUTRAL,trust,
274,accordance,0.659,0.349,0.6,confident,POSITIVE,NEUTRAL,,4.0
275,sovereign,0.698,0.5,0.885,confident,POSITIVE,NEUTRAL,trust,
276,accordion,0.604,0.49,0.361,confident,POSITIVE,NEUTRAL,,4.0
277,tantamount,0.633,0.28800000000000003,0.67,confident,NEGATIVE,NEUTRAL,trust,
278,theological,0.48,0.363,0.6829999999999999,confident,POSITIVE,NEUTRAL,trust,
279,account,0.531,0.34700000000000003,0.472,confident,POSITIVE,NEUTRAL,disgust,4.0
280,thermometer,0.4,0.327,0.473,confident,POSITIVE,NEUTRAL,trust,
281,tolerance,,,,confident,,,,
282,carry,,,,confident,,,,
283,tranquility,,,,confident,,,,
284,zeal,,,,confident,,,,
285,admiring,,,,confident,,,,
286,accounting,0.552,0.39,0.677,confident,POSITIVE,NEUTRAL,joy,4.0
287,shared,,,,confident,,,,
288,accounts,0.5920000000000001,0.34,0.471,confident,POSITIVE,NEUTRAL,shame,4.0
289,aksesoris,,,,confident,,,,
290,peepul,,,,confident,,,,
291,inclusion,,,,confident,,,,
292,bisa,,,,confident,,,,
293,movement,,,,confident,,,,
294,learned,,,,confident,,,,
295,ultimate,,,,confident,,,,
296,jesus,,,,confident,,,,
297,wadsworth,,,,confident,,,,
298,judging,,,,confident,,,,
299,journey,,,,confident,,,,
300,transaction,,,,confident,,,,
301,zest,,,,confident,,,,
302,friendly,,,,confident,,,,
303,berminat,,,,confident,,,,
304,accuracy,0.604,0.481,0.802,confident,POSITIVE,POSITIVE,,4.0
305,respon,,,,confident,,,,
306,blessing,,,,confident,,,,
307,irrelevant,,,,confident,,,,
308,transcript,,,,confident,,,,
309,valor,,,,confident,,,,
310,contagiously,,,,confident,,,,
311,colleges,,,,confident,,,,
312,fake,,,,confident,,,,
313,knowledge,,,,confident,,,,
314,behel,,,,confident,,,,
315,built,,,,confident,,,,
316,ease,,,,confident,,,,
317,upon,,,,confident,,,,
318,foreveralone,,,,confident,,,,
319,spirit,,,,confident,,,,
320,transcendence,,,,confident,,,,
321,raise,,,,confident,,,,
322,whether,,,,confident,,,,
323,happen,,,,confident,,,,
324,actions,,,,confident,,,,
325,worrying,,,,confident,,,,
326,catfish,,,,confident,,,,
327,family,,,,confident,,,,
328,bro,,,,confident,,,,
329,accustomed,0.542,0.365,0.441,confident,POSITIVE,NEUTRAL,,4.0
330,ask,,,,confident,,,,
331,ace,0.643,0.481,0.546,confident,POSITIVE,NEUTRAL,positive,4.0
332,community,,,,confident,,,,
333,veal,,,,confident,,,,
334,attitude,,,,confident,,,,
335,tentang,,,,confident,,,,
336,karunia,,,,confident,,,,
337,given,,,,confident,,,,
338,untuk,,,,confident,,,,
339,female,,,,confident,,,,
340,issue,,,,confident,,,,
341,relate,,,,confident,,,,
342,known,,,,confident,,,,
343,classy,,,,confident,,,,
344,individual,,,,confident,,,,
345,beautiful,,,,confident,,,,
346,obsession,,,,confident,,,,
347,garansi,,,,confident,,,,
348,treat,,,,confident,,,,
349,praying,,,,confident,,,,
350,nicely,,,,confident,,,,
351,usher,,,,confident,,,,
352,enemy,,,,confident,,,,
353,reasons,,,,confident,,,,
354,praise,,,,confident,,,,
355,tend,,,,confident,,,,
356,hoe,,,,confident,,,,
357,acknowledged,0.7140000000000001,0.443,0.765,confident,POSITIVE,NEUTRAL,,4.0
358,hide,,,,confident,,,,
359,veracity,,,,confident,,,,
360,utopian,,,,confident,,,,
361,disease,,,,confident,,,,
362,treasure,,,,confident,,,,
363,treasurer,,,,confident,,,,
364,ad,,,,confident,,,,
365,responsibility,,,,confident,,,,
366,murah,,,,confident,,,,
367,usual,,,,confident,,,,
368,acoustic,0.542,0.462,0.536,confident,POSITIVE,NEUTRAL,,4.0
369,views,,,,confident,,,,
370,let,,,,confident,,,,
371,grace,,,,confident,,,,
372,ribet,,,,confident,,,,
373,tree,,,,confident,,,,
374,core,,,,confident,,,,
375,wisdom,,,,confident,,,,
376,acoustics,0.611,0.33,0.509,confident,POSITIVE,NEUTRAL,,4.0
377,handgel,,,,confident,,,,
378,verification,,,,confident,,,,
379,hopes,,,,confident,,,,
380,force,,,,confident,,,,
381,tiket,,,,confident,,,,
382,hairclip,,,,confident,,,,
383,acquaint,0.6459999999999999,0.491,0.639,confident,POSITIVE,NEUTRAL,,4.0
384,feedback,,,,confident,,,,
385,acquaintance,0.6559999999999999,0.29,0.67,confident,POSITIVE,NEUTRAL,sadness,4.0
386,acquainted,0.906,0.358,0.632,confident,POSITIVE,NEUTRAL,disgust,4.0
387,plenty,,,,confident,,,,
388,glory,,,,confident,,,,
389,acquiescence,0.542,0.48,0.5539999999999999,confident,POSITIVE,NEUTRAL,,4.0
390,pleasant,,,,confident,,,,
391,kinds,,,,confident,,,,
392,acquire,0.833,0.468,0.7,confident,POSITIVE,NEUTRAL,positive,4.0
393,addicted,,,,confident,,,,
394,harga,,,,confident,,,,
395,compare,,,,confident,,,,
396,terribly,,,,confident,,,,
